num_instances,team_name,workspace_name,file_name
1,6_Zeos,06. ZEOS,File not visible
1,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Color Usage Mapping & Accessibility Analysis
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,🥁 CCP Ad Activation
1,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,Retail Center Design Audit
1,Partner Communications,04. Zalando Partner,Toolkit
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,1_Payments Solutions (ZPS),02. DXC,"[Project Name] — Design Playground, [mm.yyyy]"
1,<Drafts>,,🐛[BUG/FIX] Input message - Icon padding
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,CRT Reference
1,3_The Studio,02. DXC,Default User Testing Cover
1,2_Propositions,02. DXC,Benchmarking
1,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,[ORDER EXPERIENCE] Pending Orders
1,3_The Studio,02. DXC,Default Archives Cover
1,8_Style Advice - Zalon,Workspace not visible,[Zalon Archive] Stylist Side - Stylist Tooling - Automated Logout
1,<Drafts>,,File not visible
1,1_CXP_All,02. DXC,File not visible
1,<Drafts>,,File not visible
1,1_CXP_All,02. DXC,Campaigns & Collections - Compiling Insights - 2022
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,CR UX debt mapping
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,ZRS+ solution design ideation workshop
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,3_ZDS,02. DXC,Zalando_Zircle_Brandbook
1,3_Sustainability,02. DXC,Face masks
1,1_FPX,02. DXC,Footer QR code
1,<Drafts>,,File not visible
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Cancellation x old open orders discovery
1,8. CFA - Overarching,03. Lounge,UX Audit - Screens
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,Team not visible,,File not visible
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Multichannel visualisation
1,3_BD_Identity,02. DXC,B2B_Paris Beauty Activation_Brand explorations
1,3. Discover,03. Lounge,Inspire Squad : Quick wins Specs Q3 2022
1,Zalando Lounge - S&S Tech,03. Lounge,Availability Layer Integration B2E Sales & Markets  LMT-3065
1,3_Design Ops,02. DXC,AI Learning Hub Stickers
1,8_Statement Release - M1,Workspace not visible,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,Fulfillment – WMS,05. Fulfillment,Sort
1,5. Convert,03. Lounge,Last seen in web PS
1,<Drafts>,,File not visible
1,TRADEBYTE,04. Zalando Partner,TB.UI Design System
1,1_CXP_All,02. DXC,Post-purchase email
1,<Drafts>,,File not visible
1,Fulfillment – WMS,05. Fulfillment,Clarification Case Overview
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,3_BD_Corporate Design,02. DXC,zLife-Redesign_BrandDesign_Suggestions
1,<Drafts>,,File not visible
1,8. CFA - Overarching,03. Lounge,Communication toolkit use cases
1,1_PRSB,02. DXC,Data Tracking Quick win
1,3_BD_Corporate Design,02. DXC,Newsletters
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,Fulfillment – WMS,05. Fulfillment,Dock Monitor
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Printing / Delivery documents - Archive
1,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,ZRS+ internal exploration
1,<Drafts>,,File not visible
1,1_Payments Solutions (ZPS),02. DXC,"Payconiq by Bancontact — User Testing: Debrief, 05.2022"
1,<Drafts>,,File not visible
1,Fulfillment – WMS,05. Fulfillment,Refurbishments
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,1_PRSB,02. DXC,Lorem Ipsy
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Error messages
1,5. Convert,03. Lounge,Bug/adhoc PS
1,<Drafts>,,File not visible
1,3_BD_Campaign design,02. DXC,CSD 2024 - OLD
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,Fulfillment - CuCa,05. Fulfillment,Self Help: Workshop Presentation
1,7. LUX,03. Lounge,Spec - Library Usability Testings
1,Partner Communications,04. Zalando Partner,Brooks x Zalando video
1,<Drafts>,,File not visible
1,6. Grow,03. Lounge,Plus Exclusives - Cyber Week
1,3_ZDS,02. DXC,⭐️ Revisiting components
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,CR Design Team - Focus day 11.10
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,1_CXP_All,02. DXC,CXP
1,7. LUX,03. Lounge,Spec - ⛔ Master Icons and Graphics
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,1_CXP_All,02. DXC,DMC ID
1,<Drafts>,,File not visible
1,8_Recommerce (Archive),Workspace not visible,Zalando_Zircle_Brandbook
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Unified zDirect menu
1,3_Design Ops,02. DXC,Community Branding - Asset sources
1,<Drafts>,,File not visible
1,8_Style Advice - Zalon,Workspace not visible,[Zalon Archive] User Side - User Journey Map (test)
1,Lounge B2E 🔧,03. Lounge,SAS UI
1,Fulfillment – WMS,05. Fulfillment,Manual Receive - New Goods
1,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Dashboards Template - Exploration
1,1_Payments Solutions (ZPS),02. DXC,"EPS — Design Playground, 02.2022"
1,<Drafts>,,File not visible
1,Fulfillment - Transportation,05. Fulfillment,Yard and Dock UI Audit
1,3_Design Ops,02. DXC,Newsletter Assets
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,2. Activate,03. Lounge,Cross buyers landing page mobile
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,2_Propositions,02. DXC,Discovery board
1,<Drafts>,,File not visible
1,8_Style Advice - Zalon,Workspace not visible,[Zalon Archive] User Side - Zalon - Planned Downtime Courtesy Page
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,💡[EXPERIMENTAL] Icon text pairing
1,<Drafts>,,File not visible
1,1_CXP_All,02. DXC,File not visible
1,Partner Tech - Articles,04. Zalando Partner,Attribute insights - Highlight new raw data attributes
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,Team not visible,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,7. LUX,03. Lounge,Backup -Feb.23 - Library - General 1.56.1 (Copy)
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,2. Activate,03. Lounge,Cross buyers landing page web
1,<Drafts>,,File not visible
1,8_Wanderlust,Workspace not visible,Stakeholder Mapping
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,[Archive] CRT Reference
1,<Drafts>,,File not visible
1,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,99 - Library - Team & Tools
1,6_Zeos,06. ZEOS,File not visible
1,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,Pricing - Manage prices / Pricing UI
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,Partner Tech - Assortment & Inbound,04. Zalando Partner,Nested Sheet
1,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,[ORDER EXPERIENCE] CXM for CR - Deactivated stores in CR Orders Tool
1,<Drafts>,,File not visible
1,1_Payments Solutions (ZPS),02. DXC,"SVEA/Maksuturva— Design Playground, 2021"
1,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Selection boost-Voucher
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,2025 In-store vision map
1,<Drafts>,,File not visible
1,Fulfillment – WMS,05. Fulfillment,Repack
1,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,Focus day / Creative writing & storytelling
1,Partner Tech - Articles,04. Zalando Partner,File not visible
1,<Drafts>,,Deep dive: ZDS Theming - Demo
1,6_Zeos,06. ZEOS,File not visible
1,Zalando Lounge - S&S Tech,03. Lounge,Remove single SKUs from saved article selection LMT-3718
1,<Drafts>,,File not visible
1,1_Payments Solutions (ZPS),02. DXC,"Multibanco — Design Playground, 03.2022"
1,<Drafts>,,File not visible
1,<Drafts>,,Untitled
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,1_CXP_All,02. DXC,Exploring Collections Workshop - Hypotheses Discussion
1,3_BD_Campaign design,02. DXC,File not visible
1,3_BD_Campaign design,02. DXC,File not visible
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,[Buckle] Components
1,<Drafts>,,File not visible
1,Partner Tech,04. Zalando Partner,File not visible
1,Fulfillment – WMS,05. Fulfillment,Quality Apps
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,6_Zeos,06. ZEOS,📘 ZEOS Component Library
1,1_CXP_All,02. DXC,File not visible
1,1_CXP_All,02. DXC,File not visible
1,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,[PLM] Fees overview
1,<Drafts>,,File not visible
1,2_Propositions,02. DXC,Streetwear Discoverability - Playground
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,<Drafts>,,🚀[FEATURE] Add Radio buttons (Checkout)
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,TRADEBYTE,04. Zalando Partner,Ways of Working
1,1_Payments Solutions (ZPS),02. DXC,"Payconiq by Bancontact — User Testing: Prototype, 05.2022"
1,<Drafts>,,File not visible
1,<Drafts>,,File not visible
1,3_Design Ops,02. DXC,Community Branding - Templates
1,<Drafts>,,File not visible
1,1_Payments Solutions (ZPS),02. DXC,"[Project Name] — User Testing, [mm.yyyy]"
1,Partner Tech - Articles,04. Zalando Partner,Pricing Clarification Dashboard
1,1_PRSB,02. DXC,Browse Playground
1,1_CXP_All,02. DXC,Collection Navigation Discussion
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,[Buckle] Layouts
1,<Drafts>,,File not visible
1,2_Plus Membership (Phasing out),02. DXC,File not visible
1,3_BD_Campaign design,02. DXC,Trend Forecast - minisite wireframe
1,<Drafts>,,File not visible
1,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Widgets Library
1,Team not visible,,File not visible
1,1_CXP_DSA,02. DXC,Archive 1
1,<Drafts>,,File not visible
1,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Presentation - CR+zDirect
1,7. LUX,03. Lounge,BACKUP Spec - ⛔ Master Icons and Graphics 03.2023
1,<Drafts>,,File not visible
1,2_Plus Membership (Phasing out),02. DXC,Backlog
1,6_Zeos,06. ZEOS,File not visible
1,Fulfillment – WMS,05. Fulfillment,Level 1 Returns
1,<Drafts>,,File not visible
1,3. Discover,03. Lounge,GRE Redesign
1,6_Zeos,06. ZEOS,Benchmarking exercise
1,Partner Tech,04. Zalando Partner,Audit - Sheet-filters
1,<Drafts>,,File not visible
2,7_Content Solutions,07. Other Units/Initiatives,Banner Management Tool
2,Fulfillment - Transportation,05. Fulfillment,Graveyard
2,<Drafts>,,File not visible
2,7. LUX,03. Lounge,Wireframe UI Kit
2,1_FPX,02. DXC,CatEx - Product ID Framework
2,<Drafts>,,File not visible
2,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,NMV comparison
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,3_ZDS,02. DXC,Exploration: Forms
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Connected Report temporary library
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Fulfillment - Transportation,05. Fulfillment,Transport Operations
2,6_Zeos,06. ZEOS,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Team not visible,,Untitled
2,3_ZDS,02. DXC,[Icon] Dumbbell
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Management tool Reference
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,CR + zDirect mockups
2,8. CFA - Overarching,03. Lounge,Customer Journey Map
2,3_ZDS,02. DXC,Zalando_Lounge_Brandbook
2,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,Quarantine Storage
2,8. CFA - Overarching,03. Lounge,AI Icon Creator
2,<Drafts>,,File not visible
2,3_ZDS,02. DXC,🚀 [UPDATE] Android Navbar
2,1_Transactions,02. DXC,Digital Gift Card Flow
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Fulfillment - Transportation,05. Fulfillment,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Fulfillment - Transportation,05. Fulfillment,Middle Mile (Retired/ Old Designs)
2,Fulfillment – WMS,05. Fulfillment,WMO Consolidation
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Zalevala Journey Mapping - Live prototype
2,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,Starter File: Pattern
2,Partner Tech - Tech & Data Foundation,04. Zalando Partner,Hubspot Share File
2,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,"CXM ideation, 2024"
2,<Drafts>,,File not visible
2,Lounge by Zalando - Brand & Creative - Design Team,03. Lounge,File not visible
2,Fulfillment - Transportation,05. Fulfillment,TranspOS - Cost Centres
2,7_Content Solutions,07. Other Units/Initiatives,Media Matcher
2,2. Activate,03. Lounge,✅  Test ZDS icons
2,3_ZDS,02. DXC,🚀 [FEATURE] New Typography tokens - Brand refresh
2,2_Propositions,02. DXC,PDQ Skincare - Benchmarks
2,6. Grow,03. Lounge,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Lounge B2E 🔧,03. Lounge,Attribute Xpert UI
2,Team not visible,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,1_CXP_All,02. DXC,[Brand Home] JTBD
2,Fulfillment - Transportation,05. Fulfillment,Old  Components - Components Explorations
2,ZMS PI&D Team,04. Zalando Partner,"Design Jam | 30 Mar, 2023 | Article Selection"
2,2. Activate,03. Lounge,New in on My Lounge (Copy)
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Proto persona repository
2,1_CXP_All,02. DXC,Want-it Tile
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,8. CFA - Overarching,03. Lounge,Redesign Plan M1
2,ZMS Landing page,04. Zalando Partner,Contentful / Fabula UIs
2,3_The Studio,02. DXC,Customer interests
2,3_Statement Release - M2,02. DXC,CX / Entry Points Experimentations
2,3_ZDS,02. DXC,Dynamic Text
2,4. Decide,03. Lounge,Tailor Squad : Quick wins Q1 2023
2,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Open House - 2022/06/07 - Column Customisation Button & Indication - Paulina Jedrzejewska
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,2. Activate,03. Lounge,UX Debts NCX-2024
2,1_PRSB,02. DXC,Vision Workshop Outcome v 1.0
2,<Drafts>,,File not visible
2,3_ZDS,02. DXC,[FEATURE] Update bkg-tertiary token
2,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Page Templates Library
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Partner Tech - Assortment & Inbound,04. Zalando Partner,Chargebacks
2,<Drafts>,,File not visible
2,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Daily performance overview
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,7_Content Solutions,07. Other Units/Initiatives,Story Board
2,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,Business Profile Dashboard
2,<Drafts>,,File not visible
2,3. Discover,03. Lounge,Multiple Colours on Catalogue
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Tabs
2,2_Size & Fit,02. DXC,S2: Entry & Exit Points—Map
2,Partner Tech - Articles,04. Zalando Partner,ALM_Quala & Rhino
2,1_Transactions,02. DXC,Order history + delivery dates
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,1_CXP_All,02. DXC,[Collections] JTBD Workshop
2,<Drafts>,,File not visible
2,7_Developer Productivity,07. Other Units/Initiatives,Z_Application Catalogue (WIP Library)
2,<Drafts>,,File not visible
2,2. Activate,03. Lounge,SSO Tracking
2,1_Transactions,02. DXC,Free delivery: pick up points in the Nordics
2,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,_Playground - Zalando Direct
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,7_Developer Productivity,07. Other Units/Initiatives,Z_Pipeline View Drafts (pre library split)
2,1_CXP_All,02. DXC,[Internal Creators] JTBD Workshop
2,<Drafts>,,File not visible
2,6_Zeos,06. ZEOS,File not visible
2,<Drafts>,,File not visible
2,Fulfillment - FFC,05. Fulfillment,Differentiation between Staging and Production
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Partner Tech - Tech & Data Foundation,04. Zalando Partner,Role switcher
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,7_Content Solutions,07. Other Units/Initiatives,Prio./Steering Service
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Inventory for the great unification
2,<Drafts>,,File not visible
2,Lounge by Zalando - Brand Hub,03. Lounge,Lounge Branding - Typography Design Sprint
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,3_ZDS,02. DXC,[New Icon] Footprint
2,<Drafts>,,File not visible
2,3_BD_Identity,02. DXC,Colour & Graphics_Brand Refresh_Sprint_Sept2024 (Copy)
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,3. Discover,03. Lounge,"Platform Journeys FS to Lounge: spec, flow and prototype"
2,3_The Studio,02. DXC,[ ARCHIVED ] Ways of Figma - Past Explorations
2,3. Discover,03. Lounge,Cyberweek integration – Aug 2021
2,2_Plus Membership (Phasing out),02. DXC,Plus Membership Cancellation - Confirmation PDF
2,3_ZDS,02. DXC,Update buttons in action sheet
2,1_FPX,02. DXC,Sneakers & Lifestyle - Crafting hype on PDP
2,Fulfillment - Transportation,05. Fulfillment,Scheduling
2,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,Starter File: Styles & Components
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,7_Content Solutions,07. Other Units/Initiatives,High Level Flow (Banner Production)
2,7_Content Solutions,07. Other Units/Initiatives,Content Design System (CDS)
2,<Drafts>,,File not visible
2,Partner Tech,04. Zalando Partner,Design critique template
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,Sales Performance
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,3_BD_Campaign design,02. DXC,Illustrations
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Fulfillment - Transportation,05. Fulfillment,Cost Management
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Fulfillment - Transportation,05. Fulfillment,Yard & Dock Configuration
2,<Drafts>,,File not visible
2,3_ZDS,02. DXC,FEATURE 🚀 Update logos for Brand Refresh
2,<Drafts>,,File not visible
2,Fulfillment - Transportation,05. Fulfillment,Last Mile (Retired/Old Designs)
2,1_CXP_All,02. DXC,New QA flow for zDirect
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Connected Retail - Onsite Visibility for Retailers
2,1_CXP_All,02. DXC,Video + Main Stage Discussion
2,<Drafts>,,File not visible
2,1_Transactions,02. DXC,Discounted Gift Cards - User Flow B2B2C Discounted Gift Cards
2,<Drafts>,,File not visible
2,7_Content Solutions,07. Other Units/Initiatives,Presentations
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Fulfillment - Transportation,05. Fulfillment,Transport Planner
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Focus days presentation
2,<Drafts>,,File not visible
2,7. LUX,03. Lounge,Library - LUX Inbox
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Support request form
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Order Management
2,7_ZMS Creative,02. DXC,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,<Drafts>,,File not visible
2,3_D&I,02. DXC,[Accessibility] Screen Reader Specs for User Account
2,2_Plus Membership (Phasing out),02. DXC,Tablet Membership Designs
2,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,Home x Onboarding
2,7_Content Solutions,07. Other Units/Initiatives,Forecasting
2,3_ZDS,02. DXC,Exploration: Typography
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Automatic stock buffer
2,<Drafts>,,File not visible
2,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Search - Workfile
3,Partner Communications,04. Zalando Partner,PP Newsletter Assets
3,3_Sustainability,02. DXC,Circular Product Claims Discovery - Customer Research
3,Partner Tech - Assortment & Inbound,04. Zalando Partner,AVL
3,Partner Tech - Assortment & Inbound,04. Zalando Partner,File not visible
3,<Drafts>,,File not visible
3,<Drafts>,,File not visible
3,<Drafts>,,File not visible
3,<Drafts>,,File not visible
3,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Archive - ✅ Workshop cleaned - Integration // Zalevala
3,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,🗺Journey Map Repository // CR Zalevala
3,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,Key Moments
3,<Drafts>,,File not visible
3,Partner Tech - Assortment & Inbound,04. Zalando Partner,Seasonal Demand Forecast M2: Profitable Growth Recommendations
3,<Drafts>,,File not visible
3,4. Decide,03. Lounge,Omnibus Compliance Q2 2024
3,7_Content Solutions,07. Other Units/Initiatives,Product Library
3,3_ZDS,02. DXC,Blog Brainstorming: The Label
3,<Drafts>,,File not visible
3,<Drafts>,,File not visible
3,Fulfillment - Transportation,05. Fulfillment,Configurations
3,1_PRSB,02. DXC,Untitled
3,7. LUX,03. Lounge,Design Systems Jam
3,1_FPX,02. DXC,Reference Store Library
3,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Demo presentation - 9.5.2022
3,3_BD_Performance design,02. DXC,HiTide
3,8. CFA - Overarching,03. Lounge,MyLounge: new features consolidated
3,<Drafts>,,File not visible
3,<Drafts>,,File not visible
3,1_CXP_Outfits,02. DXC,Outfits Program - Outfit Builder
3,Partner Tech - Articles,04. Zalando Partner,Article Creation - Sustainability - Concept
3,Lounge by Zalando - Brand Hub,03. Lounge,Lounge Branding - Graphical Resources Design Sprint
3,<Drafts>,,File not visible
3,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,Dark Mode Exploration
3,3_BD_Campaign design,02. DXC,ASO_Spring25
3,<Drafts>,,File not visible
3,<Drafts>,,File not visible
3,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Day to day // Zalevala
3,<Drafts>,,File not visible
3,<Drafts>,,File not visible
